timestamp,demographic vo2max,data source
2022-01-18T00:00:00Z,38.34478,Fitbit App
2022-01-19T00:00:00Z,38.36238,Fitbit App
2022-01-20T00:00:00Z,38.42757,Fitbit App
2022-01-21T00:00:00Z,38.55876,Fitbit App
2022-01-22T00:00:00Z,38.61504,Fitbit App
2022-01-23T00:00:00Z,38.58045,Fitbit App
2022-01-24T00:00:00Z,38.47755,Fitbit App
2022-01-25T00:00:00Z,38.34214,Fitbit App
2022-01-26T00:00:00Z,38.24749,Fitbit App
2022-01-27T00:00:00Z,38.2089,Fitbit App
2022-01-28T00:00:00Z,38.2394,Fitbit App
2022-01-29T00:00:00Z,38.32642,Fitbit App
2022-01-30T00:00:00Z,38.36795,Fitbit App
2022-01-31T00:00:00Z,38.46901,Fitbit App
2022-02-01T00:00:00Z,38.57362,Fitbit App
2022-02-02T00:00:00Z,38.64079,Fitbit App
2022-02-03T00:00:00Z,38.71484,Fitbit App
2022-02-04T00:00:00Z,38.73814,Fitbit App
2022-02-05T00:00:00Z,38.82556,Fitbit App
2022-02-06T00:00:00Z,38.91513,Fitbit App
2022-02-07T00:00:00Z,38.94008,Fitbit App
2022-02-08T00:00:00Z,38.53951,Fitbit App
2022-02-09T00:00:00Z,38.08239,Fitbit App
2022-02-10T00:00:00Z,37.7092,Fitbit App
2022-02-11T00:00:00Z,37.3932,Fitbit App
